,source_tri_points,target_tri_points
114,"[[107.43315508, 135.02941176], [108.26975639, 401.90522876], [327.45929887, 254.66339869], [258.85799168, 94.87254902]]","[[41.03743316, 175.18627451], [87.05050505, 421.98366013], [283.65181224, 244.62418301], [187.44266191, 105.74836601]]"
115,"[[47.76648841, 150.08823529], [72.86452763, 380.15359477], [264.44622698, 229.56535948], [184.96910279, 94.87254902]]","[[39.09625668, 181.04248366], [80.08972074, 406.9248366], [260.79560309, 244.62418301], [173.78906714, 119.13398693]]"
116,"[[104.37759952, 376.80718954], [272.53446227, 324.9379085], [225.68478907, 95.70915033], [60.03773024, 252.99019608]]","[[234.58318479, 117.46078431], [77.30213904, 201.12091503], [173.51128936, 397.72222222], [297.32828283, 200.28431373]]"
117,"[[80.71093286, 344.17973856], [176.92008318, 401.06862745], [251.37759952, 110.76797386], [67.32531194, 240.44117647]]","[[252.74658348, 120.80718954], [135.62240048, 118.29738562], [190.83808675, 396.88562092], [313.81847891, 201.12091503]]"
118,"[[85.47237077, 348.3627451], [247.77302436, 322.42810458], [237.73380867, 101.56535948], [63.72073678, 231.23856209]]","[[229.90017825, 127.5], [81.82174688, 205.30392157], [173.84789067, 391.02941176], [288.46226976, 203.63071895]]"
119,"[[93.71093286, 355.89215686], [275.25341652, 334.14052288], [278.59982175, 106.58496732], [69.44949495, 224.54575163]]","[[269.92959002, 112.44117647], [102.60932858, 199.44771242], [203.83808675, 404.41503268], [337.6942959, 194.42810458]]"
120,"[[82.38413547, 343.34313725], [177.75668449, 401.90522876], [253.05080214, 110.76797386], [68.16191325, 240.44117647]]","[[122.23677956, 371.7875817], [237.68775995, 393.53921569], [241.03416518, 97.38235294], [87.09952466, 258.84640523]]"
121,"[[84.63576946, 348.3627451], [248.60962567, 323.26470588], [237.73380867, 106.58496732], [49.49851456, 260.51960784]]","[[111.10279263, 365.93137255], [265.03743316, 319.91830065], [221.53416518, 105.74836601], [58.39691028, 288.12745098]]"
122,"[[87.89393939, 353.38235294], [261.07040998, 329.95751634], [260.23380867, 113.27777778], [50.24688057, 259.68300654]]","[[128.58318479, 373.46078431], [292.557041, 324.9379085], [246.5439691, 96.54575163], [76.71390374, 288.12745098]]"
123,"[[97.14557338, 346.68954248], [264.46583482, 245.46078431], [246.89720737, 104.0751634], [57.82531194, 260.51960784]]","[[77.59952466, 338.32352941], [249.93939394, 262.19281046], [242.40998217, 119.97058824], [48.31847891, 262.19281046]]"
124,"[[89.07694593, 350.87254902], [265.59982175, 253.82679739], [261.41681521, 112.44117647], [52.26648841, 256.33660131]]","[[82.91651812, 342.50653595], [260.27599525, 260.51960784], [252.74658348, 113.27777778], [49.45246583, 261.35620915]]"
125,"[[102.55080214, 375.13398693], [264.85145573, 324.10130719], [220.51158645, 97.38235294], [47.33511586, 290.6372549]]","[[94.71717172, 368.44117647], [260.36423054, 326.61111111], [229.40998217, 104.91176471], [43.68449198, 281.43464052]]"
126,"[[81.54753417, 342.50653595], [261.41681521, 261.35620915], [251.37759952, 109.09477124], [53.10308972, 263.86601307]]","[[118.89037433, 366.76797386], [282.86423054, 250.48039216], [252.74658348, 104.91176471], [68.6942959, 280.59803922]]"
127,"[[86.30897207, 348.3627451], [248.60962567, 322.42810458], [236.89720737, 102.40196078], [51.17171717, 260.51960784]]","[[101.90017825, 361.74836601], [260.01782531, 324.10130719], [230.73677956, 113.27777778], [54.21390374, 279.76143791]]"
128,"[[87.56714201, 350.03594771], [259.07040998, 328.28431373], [261.5802139, 109.93137255], [51.5932858, 257.17320261]]","[[116.5439691, 368.44117647], [283.86423054, 329.12091503], [254.58318479, 103.23856209], [68.02109329, 280.59803922]]"
129,"[[83.75995247, 346.68954248], [243.55080214, 324.9379085], [246.06060606, 120.80718954], [50.29590018, 258.00980392]]","[[98.51455734, 345.85294118], [258.30540701, 323.26470588], [248.26619133, 102.40196078], [60.86749851, 261.35620915]]"
130,"[[102.73380867, 365.93137255], [206.47237077, 391.02941176], [214.00178253, 102.40196078], [50.02792632, 288.96405229]]","[[81.51455734, 344.17973856], [175.21390374, 393.53921569], [225.40998217, 104.0751634], [46.37730244, 260.51960784]]"
131,"[[80.06714201, 339.99673203], [174.60308972, 396.88562092], [244.04099822, 114.11437908], [49.11289364, 263.86601307]]","[[102.35115865, 342.50653595], [193.54070113, 391.86601307], [242.90017825, 103.23856209], [64.70409982, 262.19281046]]"
132,"[[85.47237077, 344.17973856], [252.7926322, 244.62418301], [237.73380867, 103.23856209], [50.33511586, 263.02941176]]","[[91.02436126, 343.34313725], [246.6322044, 250.48039216], [231.57338087, 106.58496732], [54.21390374, 263.86601307]]"
133,"[[85.08674985, 346.68954248], [254.91681521, 253.82679739], [250.73380867, 114.11437908], [49.94949495, 254.66339869]]","[[101.51455734, 344.17973856], [260.4688057, 250.48039216], [242.90017825, 99.89215686], [66.37730244, 263.86601307]]"
134,"[[336.92008318, 107.42156863], [127.76975639, 147.57843137], [163.7436126, 324.10130719], [362.85472371, 368.44117647]]","[[109.06030897, 410.27124183], [323.23024361, 389.35620915], [288.92959002, 213.66993464], [97.34789067, 157.61764706]]"
135,"[[310.98544266, 115.7875817], [110.20112894, 189.40849673], [175.4560309, 355.05555556], [380.42335116, 368.44117647]]","[[109.06030897, 410.27124183], [323.23024361, 389.35620915], [288.92959002, 213.66993464], [97.34789067, 157.61764706]]"
136,"[[306.33184789, 109.93137255], [113.07694593, 165.14705882], [169.96583482, 333.30392157], [368.24034462, 342.50653595]]","[[105.24331551, 405.25163399], [311.88383838, 383.5], [278.4197861, 215.34313725], [94.36749851, 161.80065359]]"
137,"[[286.91681521, 119.97058824], [97.84491979, 210.32352941], [176.48544266, 364.25816993], [374.75995247, 350.87254902]]","[[107.57991682, 405.25163399], [313.38383838, 385.17320261], [280.7563874, 215.34313725], [93.35769459, 163.47385621]]"
138,"[[309.32204397, 114.95098039], [106.02792632, 190.24509804], [172.11942959, 355.05555556], [378.75995247, 368.44117647]]","[[334.95246583, 108.25816993], [124.12893642, 145.06862745], [160.93939394, 324.9379085], [360.05050505, 371.7875817]]"
139,"[[302.83184789, 108.25816993], [109.57694593, 169.33006536], [165.62923351, 334.14052288], [363.90374332, 343.34313725]]","[[320.09625668, 116.62418301], [123.49494949, 146.74183007], [155.28579917, 323.26470588], [346.03089721, 365.09477124]]"
140,"[[285.09001783, 119.97058824], [96.0181224, 212.83333333], [172.98544266, 364.25816993], [372.09655377, 351.70915033]]","[[323.2694593, 115.7875817], [123.32174688, 147.57843137], [155.94919786, 324.10130719], [348.36749851, 364.25816993]]"
141,"[[295.1684492, 109.93137255], [102.75014854, 165.98366013], [157.96583482, 334.14052288], [357.07694593, 341.66993464]]","[[288.17142008, 118.29738562], [94.07991682, 190.24509804], [156.82501485, 352.54575163], [354.26292335, 363.42156863]]"
142,"[[263.7436126, 120.80718954], [76.34491979, 212.83333333], [154.14884135, 364.25816993], [354.93315508, 354.21895425]]","[[281.8446227, 119.97058824], [89.42632204, 187.73529412], [147.98841355, 351.70915033], [346.26292335, 364.25816993]]"
143,"[[323.73707665, 114.11437908], [120.442959, 149.25163399], [157.25341652, 322.42810458], [350.50831848, 363.42156863]]","[[257.34135472, 120.80718954], [75.79887106, 223.70915033], [170.33481878, 375.13398693], [366.09952466, 340.83333333]]"
144,"[[282.31224005, 118.29738562], [84.87433155, 191.91830065], [149.2926322, 352.54575163], [349.24034462, 363.42156863]]","[[238.50475342, 119.97058824], [56.96226976, 223.70915033], [150.66161616, 375.13398693], [348.09952466, 340.83333333]]"
145,"[[295.1684492, 109.93137255], [101.07694593, 167.65686275], [158.80243613, 334.14052288], [356.24034462, 341.66993464]]","[[243.8315508, 123.31699346], [67.30867499, 223.70915033], [160.17142008, 371.7875817], [353.42632204, 339.99673203]]"
146,"[[263.75341652, 119.13398693], [73.84491979, 211.99673203], [152.48544266, 364.25816993], [353.26975639, 349.19934641]]","[[235.00475342, 119.13398693], [53.46226976, 220.3627451], [147.99821747, 372.62418301], [342.92632204, 340.83333333]]"
147,"[[274.25341652, 118.29738562], [86.0181224, 214.50653595], [163.82204397, 364.25816993], [360.42335116, 351.70915033]]","[[295.70083185, 108.25816993], [100.77272727, 167.65686275], [158.49821747, 334.14052288], [355.93612597, 342.50653595]]"
148,"[[342.0932858, 104.0751634], [128.75995247, 142.55882353], [165.57040998, 328.28431373], [369.70112894, 370.11437908]]","[[326.73024361, 108.25816993], [115.9067142, 171.83986928], [176.97860963, 350.03594771], [389.47534165, 355.89215686]]"
149,"[[297.98544266, 113.27777778], [94.69132501, 191.91830065], [160.78282828, 355.89215686], [367.42335116, 366.76797386]]","[[308.557041, 111.60457516], [101.07991682, 173.5130719], [162.15181224, 348.3627451], [367.95573381, 354.21895425]]"
150,"[[295.1684492, 108.25816993], [101.07694593, 167.65686275], [158.80243613, 331.63071895], [357.07694593, 343.34313725]]","[[296.53743316, 117.46078431], [100.77272727, 174.3496732], [157.66161616, 343.34313725], [355.93612597, 348.3627451]]"
151,"[[274.25341652, 119.97058824], [85.18152109, 211.16013072], [164.65864528, 365.09477124], [362.93315508, 350.87254902]]","[[297.37403446, 118.29738562], [100.77272727, 174.3496732], [157.66161616, 343.34313725], [355.93612597, 348.3627451]]"
152,"[[243.75341652, 134.19281046], [104.87759952, 371.7875817], [277.21746881, 405.25163399], [83.12596554, 27.10784314]]","[[254.32501485, 166.82026144], [86.16815211, 379.31699346], [251.81521093, 441.2254902], [107.9197861, 47.18627451]]"
153,"[[151.18152109, 46.3496732], [259.93969103, 188.57189542], [53.29916815, 357.56535948], [195.52139037, 441.2254902]]","[[78.92959002, 54.71568627], [219.47860963, 170.16666667], [57.17795603, 374.29738562], [216.1322044, 430.3496732]]"
154,"[[147.16191325, 45.5130719], [262.61289364, 190.24509804], [53.46256684, 362.58496732], [199.8677956, 442.89869281]]","[[79.92959002, 51.36928105], [223.82501485, 170.16666667], [57.34135472, 375.13398693], [217.1322044, 430.3496732]]"
155,"[[176.68152109, 45.5130719], [282.92988711, 190.24509804], [77.12596554, 358.40196078], [219.34818776, 442.0620915]]","[[80.16815211, 33.80065359], [235.77599525, 137.53921569], [101.9197861, 369.27777778], [265.057041, 394.37581699]]"
156,"[[174.33511586, 46.3496732], [286.43969103, 188.57189542], [80.63576946, 364.25816993], [225.3677956, 442.0620915]]","[[79.49494949, 32.12745098], [235.93939394, 137.53921569], [100.40998217, 369.27777778], [266.057041, 395.2124183]]"
157,"[[142.99851456, 46.3496732], [255.10308972, 191.08169935], [48.46256684, 360.91176471], [197.37759952, 442.89869281]]","[[146.87730244, 44.67647059], [256.47207368, 189.40849673], [48.15834819, 358.40196078], [190.38057041, 442.0620915]]"
158,"[[157.55935484, 7.41870968], [328.33612903, 122.78387097], [180.26903226, 381.67419355], [361.03806452, 408.92580645]]","[[63.66516129, 93.71548387], [265.32709677, 110.97483871], [253.51806452, 405.29225806], [428.83677419, 347.15548387]]"
159,"[[239.85472371, 44.67647059], [347.77629234, 189.40849673], [137.78936423, 358.40196078], [283.35799168, 440.38888889]]","[[58.00802139, 111.60457516], [238.71390374, 125.82679739], [229.51128936, 392.70261438], [386.79233512, 338.32352941]]"
160,"[[235.83511586, 46.3496732], [349.61289364, 190.24509804], [142.13576946, 363.42156863], [288.54099822, 443.73529412]]","[[59.8446227, 110.76797386], [239.71390374, 124.99019608], [228.83808675, 393.53921569], [389.46553773, 338.32352941]]"
161,"[[163.93969103, 78.97712418], [108.72400475, 279.76143791], [167.28609626, 435.36928105], [277.71746881, 258.84640523]]","[[70.77272727, 106.58496732], [96.7073678, 316.57189542], [215.50475342, 440.38888889], [243.11259655, 228.72875817]]"
162,"[[36.06714201, 133.35620915], [61.16518122, 344.17973856], [183.30897207, 467.99673203], [207.57040998, 253.82679739]]","[[40.78253119, 105.74836601], [63.37076649, 316.57189542], [184.67795603, 441.2254902], [211.44919786, 229.56535948]]"
163,"[[72.71093286, 126.66339869], [98.64557338, 349.19934641], [225.80897207, 480.54575163], [250.90701129, 252.15359477]]","[[172.79887106, 69.7745098], [115.07338087, 279.76143791], [177.81847891, 447.08169935], [294.94266191, 256.33660131]]"
164,"[[174.43969103, 69.7745098], [115.04099822, 280.59803922], [177.78609626, 443.73529412], [288.21746881, 275.57843137]]","[[177.4818776, 60.57189542], [102.18775995, 271.39542484], [160.74985146, 444.57189542], [277.03743316, 272.23202614]]"
165,"[[78.0181224, 118.29738562], [106.46256684, 354.21895425], [244.50178253, 494.76797386], [274.61942959, 273.90522876]]","[[189.81847891, 46.3496732], [109.50475342, 273.06862745], [170.57664884, 457.12091503], [296.06684492, 273.06862745]]"
166,"[[92.71093286, 93.19934641], [243.29916815, 127.5], [131.19459299, 378.48039216], [362.93315508, 326.61111111]]","[[114.99494949, 86.50653595], [255.5439691, 152.59803922], [95.75311943, 374.29738562], [331.67468806, 372.62418301]]"
167,"[[73.28936423, 101.56535948], [213.00178253, 170.16666667], [54.04753417, 387.68300654], [293.31550802, 380.15359477]]","[[76.3315508, 85.66993464], [214.37076649, 155.10784314], [54.57991682, 374.29738562], [292.17468806, 375.97058824]]"
168,"[[119.75995247, 89.85294118], [270.34818776, 164.31045752], [103.02792632, 395.2124183], [354.84491979, 389.35620915]]","[[99.37730244, 79.81372549], [259.16815211, 115.7875817], [142.0439691, 388.51960784], [390.51455734, 329.95751634]]"
169,"[[76.97890671, 94.87254902], [243.46256684, 126.66339869], [131.35799168, 380.15359477], [363.93315508, 329.12091503]]","[[52.41325015, 142.55882353], [221.4067142, 158.45424837], [138.58318479, 419.47385621], [358.60932858, 337.4869281]]"
170,"[[89.54753417, 102.40196078], [245.99197861, 170.16666667], [90.38413547, 388.51960784], [327.14230541, 380.99019608]]","[[46.57664884, 143.39542484], [221.42632204, 158.45424837], [136.09298871, 419.47385621], [358.60932858, 337.4869281]]"
171,"[[120.3057041, 79.81372549], [28.27956031, 155.10784314], [22.42335116, 396.04901961], [191.41681521, 379.31699346]]","[[138.4067142, 77.30392157], [47.21717172, 143.39542484], [36.34135472, 393.53921569], [205.33481878, 378.48039216]]"
172,"[[174.98217469, 127.5], [24.39393939, 135.86601307], [28.57694593, 374.29738562], [198.40701129, 350.03594771]]","[[207.30540701, 138.37581699], [56.71717172, 144.23202614], [45.84135472, 393.53921569], [216.50802139, 377.64379085]]"
173,"[[209.34818776, 103.23856209], [27.8057041, 111.60457516], [31.98871064, 396.88562092], [238.62923351, 370.11437908]]","[[224.10279263, 127.5], [45.9067142, 134.19281046], [39.21390374, 421.98366013], [239.99821747, 402.74183007]]"
174,"[[210.07040998, 129.17320261], [31.03773024, 134.19281046], [25.18152109, 420.31045752], [225.96583482, 405.25163399]]","[[218.9688057, 151.76143791], [43.28253119, 161.80065359], [49.97534165, 414.45424837], [249.08645276, 406.08823529]]"
175,"[[224.85799168, 92.3627451], [33.27629234, 100.72875817], [34.94949495, 407.76143791], [257.48544266, 380.15359477]]","[[251.32501485, 142.55882353], [61.41651812, 151.76143791], [68.10932858, 426.16666667], [283.11586453, 421.14705882]]"
176,"[[138.35145573, 429.5130719], [286.42988711, 395.2124183], [215.318776, 115.7875817], [124.12923351, 176.85947712]]","[[199.1191325, 74.79411765], [54.38710636, 140.88562092], [179.04070113, 391.02941176], [256.8446227, 321.59150327]]"
177,"[[166.75668449, 437.87908497], [308.97890671, 391.02941176], [216.11616162, 118.29738562], [129.94622698, 191.08169935]]","[[208.28253119, 75.63071895], [64.38710636, 140.88562092], [187.36749851, 390.19281046], [264.33481878, 319.08169935]]"
178,"[[56.69132501, 412.78104575], [210.62596554, 427.83986928], [231.54099822, 136.70261438], [123.61942959, 168.49346405]]","[[201.1191325, 72.28431373], [55.55050505, 139.2124183], [177.6942959, 395.2124183], [259.681224, 322.42810458]]"
179,"[[131.6684492, 431.18627451], [278.07367796, 398.55882353], [219.51158645, 124.99019608], [122.46583482, 180.20588235]]","[[194.94592989, 75.63071895], [56.07011289, 140.04901961], [173.1942959, 392.70261438], [254.3446227, 321.59150327]]"
180,"[[166.75668449, 437.87908497], [308.97890671, 390.19281046], [214.442959, 119.13398693], [130.78282828, 191.08169935]]","[[151.39364231, 427.00326797], [296.12566845, 393.53921569], [227.52436126, 117.46078431], [133.82501485, 175.18627451]]"
181,"[[52.36452763, 411.10784314], [202.95276292, 425.33006536], [225.54099822, 137.53921569], [118.4560309, 169.33006536]]","[[134.88383838, 431.18627451], [282.12566845, 394.37581699], [214.36096257, 115.7875817], [120.66161616, 176.85947712]]"
182,"[[130.17825312, 431.18627451], [274.91027926, 398.55882353], [215.51158645, 124.99019608], [119.30243613, 180.20588235]]","[[133.22043969, 426.16666667], [282.13547237, 392.70261438], [212.69756387, 118.29738562], [117.32501485, 177.69607843]]"
183,"[[68.87433155, 409.43464052], [216.11616162, 425.33006536], [237.8677956, 140.04901961], [132.4560309, 170.16666667]]","[[167.28906714, 439.55228758], [308.67468806, 391.02941176], [214.97534165, 119.13398693], [127.1322044, 189.40849673]]"
184,"[[145.34165181, 431.18627451], [289.23707665, 399.39542484], [229.83838384, 124.15359477], [133.62923351, 180.20588235]]","[[167.62566845, 437.87908497], [308.67468806, 391.02941176], [214.97534165, 119.13398693], [127.1322044, 189.40849673]]"
185,"[[136.86125966, 424.49346405], [280.75668449, 391.02941176], [214.66518122, 119.13398693], [121.80243613, 179.36928105]]","[[140.74004753, 432.85947712], [285.47207368, 394.37581699], [211.01455734, 124.15359477], [124.00802139, 187.73529412]]"
186,"[[166.26648841, 436.20588235], [304.3057041, 389.35620915], [213.11616162, 122.48039216], [127.78282828, 190.24509804]]","[[153.41325015, 432.85947712], [294.79887106, 395.2124183], [220.34135472, 124.99019608], [130.82501485, 186.89869281]]"
187,"[[57.38413547, 406.08823529], [202.95276292, 423.65686275], [224.70439691, 140.88562092], [118.4560309, 171.00326797]]","[[143.24985146, 432.85947712], [282.96226976, 396.88562092], [211.85115865, 124.15359477], [121.49821747, 186.89869281]]"
188,"[[134.35145573, 430.3496732], [274.90047534, 397.72222222], [217.17498515, 128.33660131], [121.80243613, 181.87908497]]","[[143.24985146, 432.85947712], [282.96226976, 396.88562092], [211.85115865, 124.15359477], [121.49821747, 186.89869281]]"
189,"[[123.67825312, 432.02287582], [265.06387403, 398.55882353], [209.01158645, 127.5], [111.12923351, 180.20588235]]","[[47.24331551, 411.10784314], [194.48514557, 425.33006536], [214.56357695, 139.2124183], [109.98841355, 170.16666667]]"
190,"[[165.86125966, 430.3496732], [310.5932858, 394.37581699], [243.66518122, 116.62418301], [148.2926322, 176.85947712]]","[[198.18449198, 432.85947712], [337.06030897, 377.64379085], [217.42632204, 112.44117647], [137.11259655, 191.08169935]]"
191,"[[179.75668449, 437.04248366], [323.65210933, 390.19281046], [230.78936423, 119.13398693], [142.94622698, 188.57189542]]","[[196.18449198, 433.69607843], [337.57011289, 371.7875817], [217.42632204, 112.44117647], [137.11259655, 191.08169935]]"
192,"[[83.36452763, 412.78104575], [233.95276292, 427.83986928], [257.37759952, 136.70261438], [148.61942959, 167.65686275]]","[[198.51128936, 434.53267974], [341.57011289, 376.80718954], [221.09952466, 112.44117647], [139.11259655, 191.08169935]]"
193,"[[157.50505051, 432.02287582], [303.07367796, 399.39542484], [242.83838384, 125.82679739], [147.46583482, 180.20588235]]","[[196.52109329, 431.18627451], [332.88710636, 375.13398693], [214.08972074, 114.11437908], [136.28579917, 191.08169935]]"
194,"[[235.41354724, 68.10130719], [335.8057041, 230.40196078], [376.79916815, 362.58496732], [140.87759952, 123.31699346]]","[[220.88710636, 441.2254902], [97.9067142, 303.18627451], [35.99821747, 162.6372549], [304.54723708, 375.97058824]]"
195,"[[251.30897207, 63.08169935], [336.64230541, 226.21895425], [361.74034462, 368.44117647], [114.942959, 235.42156863]]","[[220.88710636, 442.0620915], [96.23351159, 304.02287582], [35.99821747, 161.80065359], [304.54723708, 237.93137255]]"
196,"[[232.06714201, 62.24509804], [320.74688057, 224.54575163], [350.02792632, 369.27777778], [100.72073678, 239.60457516]]","[[220.88710636, 442.0620915], [96.23351159, 304.02287582], [35.99821747, 161.80065359], [304.54723708, 237.93137255]]"
197,"[[268.49197861, 47.18627451], [356.33511586, 222.87254902], [385.61616162, 377.64379085], [120.41354724, 234.58496732]]","[[249.78253119, 53.87908497], [357.70409982, 228.72875817], [399.53416518, 372.62418301], [120.10932858, 259.68300654]]"
198,"[[246.41354724, 46.3496732], [340.94949495, 222.87254902], [371.90374332, 379.31699346], [100.84491979, 237.93137255]]","[[250.29233512, 52.20588235], [355.70409982, 227.05555556], [400.0439691, 373.46078431], [119.78253119, 258.84640523]]"
199,"[[246.74034462, 48.85947712], [341.27629234, 222.87254902], [373.06714201, 378.48039216], [106.19132501, 237.09477124]]","[[268.18775995, 48.85947712], [356.86749851, 224.54575163], [385.31194296, 376.80718954], [120.94592989, 234.58496732]]"
200,"[[250.59655377, 49.69607843], [357.68152109, 227.89215686], [399.51158645, 373.46078431], [115.06714201, 259.68300654]]","[[245.27272727, 47.18627451], [321.40344623, 232.91176471], [334.78906714, 389.35620915], [81.29887106, 218.68954248]]"
201,"[[266.818776, 48.02287582], [356.33511586, 223.70915033], [386.45276292, 378.48039216], [119.57694593, 235.42156863]]","[[249.78253119, 49.69607843], [322.56684492, 232.91176471], [335.95246583, 387.68300654], [87.4818776, 218.68954248]]"
202,"[[229.91354724, 46.3496732], [322.77629234, 222.03594771], [358.75014854, 379.31699346], [85.18152109, 237.09477124]]","[[231.28253119, 48.02287582], [304.06684492, 232.0751634], [321.63547237, 390.19281046], [66.47207368, 217.85294118]]"
203,"[[93.43969103, 371.7875817], [49.93642305, 154.27124183], [412.18478907, 213.66993464], [351.94949495, 372.62418301]]","[[71.38383838, 368.44117647], [52.14200832, 138.37581699], [404.35115865, 231.23856209], [330.73024361, 389.35620915]]"
204,"[[93.78609626, 366.76797386], [46.93642305, 134.19281046], [407.51158645, 186.0620915], [354.8057041, 345.01633987]]","[[70.057041, 367.60457516], [52.48841355, 138.37581699], [403.02436126, 231.23856209], [326.89364231, 387.68300654]]"
205,"[[89.39483871, 381.01354839], [67.34516129, 154.58032258], [419.29193548, 244.47516129], [348.05451613, 397.97483871]]","[[75.51741935, 366.59645161], [56.01193548, 138.46709677], [408.80677419, 230.90612903], [335.87322581, 387.79806452]]"
206,"[[71.19786096, 356.72875817], [61.15864528, 121.64379085], [407.51158645, 228.72875817], [328.03446227, 382.66339869]]","[[68.38383838, 367.60457516], [50.81521093, 138.37581699], [403.02436126, 231.23856209], [328.56684492, 388.51960784]]"
207,"[[50.55407011, 355.05555556], [79.83511586, 152.59803922], [365.11616162, 308.20588235], [271.41681521, 424.49346405]]","[[60.28906714, 355.05555556], [43.557041, 153.43464052], [355.60932858, 236.25816993], [289.51782531, 374.29738562]]"
208,"[[107.59806452, 362.90709677], [54.00322581, 105.83354839], [450.9683871, 166.69548387], [389.19806452, 342.01419355]]","[[101.81741935, 369.26580645], [51.85612903, 133.08516129], [451.54645161, 196.67225806], [386.14258065, 371.08258065]]"
209,"[[94.22951613, 384.75709677], [69.44048387, 150.1466129], [440.39064516, 242.22016129], [365.13822581, 402.46354839]]","[[105.41677419, 375.90387097], [56.72403226, 150.1466129], [438.29806452, 216.54580645], [372.78419355, 375.90387097]]"
210,"[[74.66193548, 357.68645161], [65.37225806, 118.6883871], [416.69096774, 227.63096774], [337.30645161, 385.55548387]]","[[94.62322581, 373.73225806], [49.01935484, 154.15806452], [418.91741935, 213.27419355], [358.95677419, 373.73225806]]"
211,"[[53.89067142, 355.05555556], [83.17171717, 151.76143791], [368.45276292, 305.69607843], [272.2436126, 424.49346405]]","[[82.86749851, 357.56535948], [42.71063577, 168.49346405], [367.31194296, 221.19934641], [311.25965538, 359.23856209]]"
212,"[[95.11483871, 383.87177419], [69.44048387, 149.26129032], [438.62, 240.44951613], [363.36758065, 402.46354839]]","[[107.18741935, 367.93596774], [56.72403226, 128.01354839], [436.52741935, 181.13290323], [378.09612903, 349.34419355]]"
213,"[[71.85145573, 356.72875817], [61.81224005, 119.13398693], [415.69459299, 228.72875817], [334.54426619, 386.84640523]]","[[97.4818776, 367.60457516], [48.12240048, 129.17320261], [418.73677956, 185.2254902], [361.84789067, 346.68954248]]"
214,"[[51.72727273, 355.89215686], [78.49851456, 150.9248366], [362.942959, 303.18627451], [271.75341652, 425.33006536]]","[[84.05050505, 354.21895425], [41.38383838, 148.41503268], [360.12893642, 190.24509804], [313.27926322, 334.97712418]]"
215,"[[98.28709677, 373.87419355], [50.59677419, 155.00967742], [420.19677419, 214.62258065], [360.58387097, 373.87419355]]","[[89.46129032, 379.83548387], [46.88064516, 146.49354839], [416.48064516, 216.32580645], [352.60967742, 376.42903226]]"
216,"[[102.54516129, 367.06129032], [52.3, 131.16451613], [418.49354839, 182.26129032], [364.84193548, 346.62258065]]","[[91.16451613, 381.53870968], [47.73225806, 146.49354839], [416.48064516, 216.32580645], [352.60967742, 376.42903226]]"
217,"[[90.71129032, 383.71209677], [66.61774194, 152.24193548], [424.57903226, 239.15080645], [355.74032258, 400.92177419]]","[[90.3983871, 381.13064516], [52.53709677, 147.07903226], [417.38225806, 215.05725806], [353.70645161, 375.10725806]]"
218,"[[77.8483871, 356.84193548], [65.92580645, 120.94516129], [417.64193548, 228.2483871], [339.29354839, 386.6483871]]","[[87.75806452, 382.39032258], [46.88064516, 147.34516129], [413.92580645, 213.77096774], [353.46129032, 376.42903226]]"
219,"[[56.05407011, 354.21895425], [84.49851456, 152.59803922], [370.61616162, 304.85947712], [276.0802139, 424.49346405]]","[[78.33808675, 365.09477124], [42.36423054, 160.12745098], [363.6191325, 222.87254902], [308.40344623, 361.74836601]]"
220,"[[80.88580645, 357.66516129], [67.89870968, 120.43419355], [425.47677419, 228.66], [344.09096774, 387.10258065]]","[[90.96064516, 383.63935484], [68.44967742, 154.20064516], [430.35677419, 243.37870968], [357.62903226, 401.82129032]]"
221,"[[58.05407011, 355.89215686], [87.33511586, 151.76143791], [372.61616162, 308.20588235], [278.91681521, 426.16666667]]","[[79.50148544, 365.09477124], [59.42305407, 167.65686275], [370.63874034, 243.7875817], [308.73024361, 380.15359477]]"
222,"[[45.21746881, 355.05555556], [75.33511586, 151.76143791], [359.77956031, 304.85947712], [266.0802139, 424.49346405]]","[[58.29887106, 345.01633987], [48.25965538, 138.37581699], [355.29233512, 232.0751634], [287.52762923, 369.27777778]]"
223,"[[101.23935484, 381.76580645], [52.18645161, 145.58516129], [450.06, 210.08064516], [386.47290323, 384.49096774]]","[[73.65741935, 343.61354839], [56.39806452, 101.07419355], [442.46258065, 213.71419355], [356.16580645, 379.04064516]]"
224,"[[102.33225806, 378.00451613], [50.46903226, 122.26516129], [446.59677419, 178.59935484], [388.47419355, 354.75548387]]","[[69.81612903, 344.02516129], [51.93225806, 100.80451613], [436.43548387, 212.57870968], [354.16967742, 379.79290323]]"
225,"[[94.22951613, 385.64241935], [69.44048387, 150.1466129], [437.73467742, 243.10548387], [366.02354839, 404.23419355]]","[[72.65983871, 337.835], [58.49467742, 108.53645161], [424.13290323, 213.00451613], [344.45387097, 371.47725806]]"
226,"[[69.35145573, 358.40196078], [60.14884135, 119.13398693], [411.52139037, 227.89215686], [332.04426619, 387.68300654]]","[[60.681224, 337.4869281], [45.62240048, 110.76797386], [403.68775995, 214.50653595], [325.04723708, 370.95098039]]"
227,"[[48.05407011, 355.05555556], [78.17171717, 151.76143791], [361.77956031, 304.02287582], [267.2436126, 425.33006536]]","[[52.7694593, 327.44771242], [38.54723708, 130.84640523], [350.59952466, 222.03594771], [281.99821747, 355.89215686]]"
