,source_tri_points,target_tri_points
115,"[[59.45354839, 79.80967742], [69.9, 190.17870968], [117.13612903, 194.26645161], [155.74258065, 99.34]]","[[39.75806452, 86.62258065], [61.10516129, 220.60967742], [119.69612903, 220.15548387], [158.30258065, 104.79032258]]"
116,"[[184.81096774, 176.55290323], [59.45354839, 157.47677419], [174.81870968, 99.79419355], [93.51806452, 186.54516129]]","[[64.28451613, 85.26], [198.2716129, 71.63419355], [87.90258065, 165.19806452], [159.66516129, 55.28322581]]"
117,"[[159.37612903, 196.08322581], [73.07935484, 171.10258065], [49.00709677, 142.03419355], [98.06, 38.47806452]]","[[64.28451613, 86.1683871], [159.21096774, 56.1916129], [198.72580645, 71.63419355], [191.00451613, 199.26258065]]"
118,"[[84.8883871, 173.82774194], [57.63677419, 142.4883871], [95.33483871, 33.02774194], [156.65096774, 166.10645161]]","[[158.75677419, 56.64580645], [200.0883871, 70.72580645], [195.09225806, 198.8083871], [82.45225806, 89.80193548]]"
119,"[[167.09741935, 182.00322581], [71.26258065, 177.00709677], [41.28580645, 141.58], [88.97612903, 26.21483871]]","[[64.28451613, 85.26], [159.21096774, 56.1916129], [199.18, 71.18], [195.54645161, 198.8083871]]"
120,"[[158.92193548, 195.17483871], [71.71677419, 171.55677419], [65.81225806, 119.77870968], [157.10516129, 55.28322581]]","[[185.1, 178.36967742], [92.89870968, 186.99935484], [73.3683871, 130.22516129], [150.12709677, 44.38258065]]"
121,"[[165.84101382, 161.33447005], [84.67603687, 174.07548387], [72.87880184, 115.56119816], [179.99769585, 89.13539171]]","[[177.16635945, 163.69391705], [92.22626728, 186.34460829], [71.46313364, 126.88654378], [179.99769585, 84.8883871]]"
122,"[[167.5516129, 182.45741935], [72.17096774, 177.00709677], [59.90774194, 116.14516129], [160.28451613, 50.74129032]]","[[185.1, 178.36967742], [93.35290323, 185.63677419], [73.82258065, 131.13354839], [152.39806452, 44.83677419]]"
123,"[[83.52580645, 172.91935484], [73.53354839, 120.23290323], [158.01354839, 49.37870968], [167.09741935, 122.50387097]]","[[71.5516129, 172.01096774], [65.19290323, 120.23290323], [156.0316129, 54.82903226], [161.93612903, 132.04193548]]"
124,"[[167.5516129, 182.45741935], [71.71677419, 177.00709677], [59.90774194, 116.14516129], [162.10129032, 50.74129032]]","[[157.8483871, 196.08322581], [72.91419355, 172.46516129], [66.10129032, 120.23290323], [157.39419355, 56.1916129]]"
125,"[[185.71935484, 177.46129032], [93.06387097, 186.54516129], [73.07935484, 131.13354839], [151.20064516, 46.65354839]]","[[179.19548387, 180.18645161], [88.81096774, 183.36580645], [71.09741935, 129.31677419], [156.48580645, 50.74129032]]"
126,"[[157.10516129, 195.17483871], [72.62516129, 171.55677419], [66.26645161, 120.68709677], [157.55935484, 56.1916129]]","[[179.19548387, 180.18645161], [88.81096774, 183.36580645], [71.09741935, 129.31677419], [156.48580645, 50.74129032]]"
127,"[[166.18903226, 162.92709677], [84.8883871, 172.46516129], [73.07935484, 119.32451613], [158.01354839, 49.83290323]]","[[174.19935484, 164.74387097], [89.26516129, 183.36580645], [71.5516129, 129.31677419], [156.0316129, 50.74129032]]"
128,"[[115.31935484, 205.16709677], [70.35419355, 177.46129032], [59.90774194, 115.69096774], [162.55548387, 50.74129032]]","[[132.41354839, 207.89225806], [88.81096774, 183.36580645], [71.09741935, 129.31677419], [156.48580645, 50.74129032]]"
129,"[[163.00967742, 167.01483871], [69.9, 177.00709677], [59.90774194, 116.59935484], [161.19290323, 50.74129032]]","[[166.02387097, 162.47290323], [84.26903226, 172.01096774], [73.3683871, 118.87032258], [158.75677419, 50.74129032]]"
130,"[[93.51806452, 186.09096774], [73.07935484, 132.04193548], [152.10903226, 45.29096774], [175.72709677, 91.61870968]]","[[84.72322581, 171.10258065], [74.73096774, 120.23290323], [154.66903226, 49.83290323], [175.56193548, 91.16451613]]"
131,"[[71.71677419, 171.10258065], [66.26645161, 119.32451613], [157.10516129, 53.92064516], [119.86129032, 200.62516129]]","[[84.26903226, 171.55677419], [74.73096774, 120.68709677], [155.12322581, 52.10387097], [131.05096774, 196.53741935]]"
132,"[[84.8883871, 172.46516129], [73.53354839, 119.77870968], [158.01354839, 51.19548387], [173.91032258, 93.88967742]]","[[85.17741935, 172.01096774], [74.73096774, 121.14129032], [157.39419355, 50.74129032], [175.56193548, 92.52709677]]"
133,"[[127.1283871, 199.71677419], [71.71677419, 177.00709677], [59.90774194, 116.59935484], [161.64709677, 50.28709677]]","[[131.05096774, 196.53741935], [85.17741935, 170.6483871], [73.82258065, 120.23290323], [154.66903226, 51.64967742]]"
134,"[[184.35677419, 48.92451613], [87.61354839, 47.10774194], [207.06645161, 156.5683871], [54.9116129, 103.88193548]]","[[69.28064516, 205.62129032], [161.48193548, 214.70516129], [53.83806452, 103.88193548], [196.45483871, 166.56064516]]"
135,"[[169.82258065, 56.64580645], [78.52967742, 69.81741935], [207.06645161, 155.66], [55.82, 123.41225806]]","[[69.28064516, 205.62129032], [161.48193548, 214.70516129], [53.83806452, 103.88193548], [196.45483871, 166.56064516]]"
136,"[[172.54774194, 51.19548387], [83.98, 62.55032258], [205.24967742, 147.48451613], [58.99935484, 120.23290323]]","[[69.28064516, 205.62129032], [161.48193548, 214.70516129], [53.83806452, 103.88193548], [196.45483871, 166.56064516]]"
137,"[[162.10129032, 59.82516129], [73.07935484, 80.71806452], [207.06645161, 152.48064516], [57.63677419, 136.12967742]]","[[69.28064516, 205.62129032], [161.48193548, 214.70516129], [53.83806452, 103.88193548], [196.45483871, 166.56064516]]"
138,"[[168.46, 56.1916129], [78.98387097, 68.90903226], [52.18645161, 133.85870968], [206.61225806, 152.48064516]]","[[185.1, 48.92451613], [86.99419355, 48.47032258], [56.56322581, 100.70258065], [207.80967742, 157.02258065]]"
139,"[[172.54774194, 53.46645161], [83.52580645, 63.00451613], [55.82, 129.31677419], [205.24967742, 145.66774194]]","[[185.1, 48.92451613], [86.99419355, 48.47032258], [56.56322581, 100.70258065], [207.80967742, 157.02258065]]"
140,"[[162.55548387, 58.0083871], [73.98774194, 81.62645161], [56.7283871, 141.58], [206.15806452, 146.57612903]]","[[185.1, 48.92451613], [86.99419355, 48.47032258], [56.56322581, 100.70258065], [207.80967742, 157.02258065]]"
141,"[[172.09354839, 53.01225806], [83.98, 63.00451613], [55.82, 128.86258065], [205.24967742, 145.66774194]]","[[171.02, 54.82903226], [78.36451613, 68.90903226], [52.47548387, 135.22129032], [206.90129032, 152.02645161]]"
142,"[[161.64709677, 60.73354839], [73.53354839, 80.26387097], [54.00322581, 147.03032258], [205.24967742, 151.57225806]]","[[171.02, 54.82903226], [78.36451613, 68.90903226], [52.47548387, 135.22129032], [206.90129032, 152.02645161]]"
143,"[[185.71935484, 49.37870968], [88.52193548, 47.10774194], [53.09483871, 104.33612903], [207.52064516, 159.29354839]]","[[146.94774194, 57.1], [62.46774194, 87.53096774], [47.02516129, 152.93483871], [201.45096774, 144.30516129]]"
144,"[[201.16193548, 18.94774194], [78.52967742, 69.36322581], [42.19419355, 180.18645161], [197.07419355, 216.52193548]]","[[173.74516129, 18.94774194], [61.55935484, 87.98516129], [46.11677419, 199.71677419], [199.18, 204.71290323]]"
145,"[[200.70774194, 20.76451613], [82.16322581, 63.00451613], [47.19032258, 167.46903226], [194.34903226, 202.89612903]]","[[172.38258065, 18.49354839], [62.01354839, 87.53096774], [46.11677419, 201.07935484], [199.63419355, 204.25870968]]"
146,"[[161.19290323, 58.91677419], [74.89612903, 80.26387097], [54.9116129, 144.30516129], [204.79548387, 149.75548387]]","[[146.94774194, 57.1], [62.46774194, 87.53096774], [47.02516129, 152.93483871], [201.45096774, 144.30516129]]"
147,"[[161.19290323, 58.91677419], [74.89612903, 80.26387097], [54.9116129, 144.30516129], [204.79548387, 149.75548387]]","[[172.83677419, 52.10387097], [82.90645161, 62.55032258], [56.56322581, 127.5], [205.08451613, 145.21354839]]"
148,"[[185.26516129, 49.37870968], [88.97612903, 47.56193548], [54.9116129, 102.51935484], [207.97483871, 157.02258065]]","[[175.10774194, 51.19548387], [81.99806452, 62.55032258], [56.10903226, 121.59548387], [208.71806452, 152.48064516]]"
149,"[[169.82258065, 55.28322581], [78.98387097, 68.00064516], [55.82, 124.77483871], [207.52064516, 152.48064516]]","[[175.10774194, 51.19548387], [81.99806452, 62.55032258], [56.10903226, 121.59548387], [208.71806452, 152.48064516]]"
150,"[[172.09354839, 52.55806452], [83.52580645, 62.55032258], [58.99935484, 122.50387097], [205.70387097, 144.75935484]]","[[175.10774194, 51.19548387], [81.99806452, 62.55032258], [56.10903226, 121.59548387], [208.71806452, 152.48064516]]"
151,"[[162.10129032, 56.64580645], [74.89612903, 79.35548387], [56.7283871, 139.76322581], [206.15806452, 146.57612903]]","[[175.10774194, 51.19548387], [81.99806452, 62.55032258], [56.10903226, 121.59548387], [208.71806452, 152.48064516]]"
152,"[[163.46387097, 61.64193548], [204.34129032, 177.91548387], [94.88064516, 179.73225806], [60.81612903, 11.68064516]]","[[166.93225806, 82.53483871], [188.73354839, 198.35419355], [87.90258065, 181.09483871], [79.27290323, 24.85225806]]"
153,"[[185.71935484, 93.43548387], [182.08580645, 205.62129032], [89.88451613, 170.6483871], [117.59032258, 22.12709677]]","[[166.93225806, 82.53483871], [188.73354839, 198.35419355], [87.90258065, 181.09483871], [79.27290323, 24.85225806]]"
154,"[[185.71935484, 94.79806452], [181.6316129, 209.25483871], [90.79290323, 175.64451613], [115.77354839, 22.12709677]]","[[166.93225806, 82.53483871], [188.73354839, 198.35419355], [87.90258065, 181.09483871], [79.27290323, 24.85225806]]"
155,"[[185.71935484, 93.88967742], [182.54, 206.98387097], [90.33870968, 170.19419355], [118.04451613, 21.21870968]]","[[163.29870968, 61.64193548], [204.17612903, 178.36967742], [94.71548387, 179.27806452], [59.74258065, 12.13483871]]"
156,"[[185.71935484, 92.98129032], [181.17741935, 210.61741935], [90.79290323, 173.82774194], [113.95677419, 22.12709677]]","[[163.29870968, 61.64193548], [204.17612903, 178.36967742], [94.71548387, 179.27806452], [59.74258065, 12.13483871]]"
157,"[[185.71935484, 92.98129032], [181.17741935, 210.61741935], [90.79290323, 173.82774194], [113.95677419, 22.12709677]]","[[184.1916129, 93.43548387], [181.92064516, 206.98387097], [90.17354839, 170.6483871], [117.87935484, 21.67290323]]"
158,"[[164.37225806, 61.18774194], [203.88709677, 178.36967742], [95.33483871, 177.46129032], [58.99935484, 11.68064516]]","[[131.50516129, 55.28322581], [221.88967742, 140.6716129], [127.41741935, 190.17870968], [22.04451613, 58.0083871]]"
159,"[[185.26516129, 92.98129032], [181.17741935, 206.07548387], [88.52193548, 170.19419355], [118.04451613, 21.67290323]]","[[132.86774194, 54.82903226], [221.88967742, 139.76322581], [126.96322581, 189.72451613], [21.13612903, 57.1]]"
160,"[[185.26516129, 93.43548387], [180.72322581, 208.34645161], [91.24709677, 174.73612903], [114.86516129, 22.12709677]]","[[132.86774194, 54.82903226], [221.88967742, 139.76322581], [126.96322581, 189.72451613], [21.13612903, 57.1]]"
161,"[[121.67806452, 34.84451613], [66.26645161, 160.20193548], [123.94903226, 223.78903226], [188.89870968, 79.35548387]]","[[75.18516129, 53.01225806], [72.00580645, 189.27032258], [147.40193548, 221.97225806], [149.21870968, 68.90903226]]"
162,"[[67.17483871, 58.91677419], [68.08322581, 211.52580645], [149.83806452, 247.40709677], [148.92967742, 75.26774194]]","[[75.18516129, 53.01225806], [72.00580645, 189.27032258], [147.40193548, 221.97225806], [149.21870968, 68.90903226]]"
163,"[[67.17483871, 58.91677419], [68.08322581, 211.52580645], [149.83806452, 247.40709677], [148.92967742, 75.26774194]]","[[121.51290323, 34.39032258], [67.46387097, 159.29354839], [123.78387097, 223.33483871], [188.27935484, 79.35548387]]"
164,"[[121.67806452, 33.93612903], [69.44580645, 159.29354839], [123.49483871, 224.24322581], [187.99032258, 76.63032258]]","[[125.14645161, 23.94387097], [56.10903226, 160.65612903], [115.6083871, 227.42258065], [190.55032258, 75.72193548]]"
165,"[[67.62903226, 58.46258065], [68.08322581, 211.52580645], [150.29225806, 247.86129032], [148.92967742, 75.26774194]]","[[125.14645161, 23.94387097], [56.10903226, 160.65612903], [115.6083871, 227.42258065], [190.55032258, 75.72193548]]"
166,"[[191.16967742, 13.04322581], [66.72064516, 95.70645161], [150.74645161, 231.51032258], [212.51677419, 178.36967742]]","[[196.90903226, 44.83677419], [73.3683871, 96.16064516], [124.23806452, 234.23548387], [180.10387097, 196.53741935]]"
167,"[[201.61612903, 53.01225806], [68.08322581, 97.52322581], [124.40322581, 247.40709677], [185.26516129, 205.62129032]]","[[196.90903226, 44.83677419], [73.3683871, 96.16064516], [124.23806452, 234.23548387], [180.10387097, 196.53741935]]"
168,"[[201.61612903, 53.01225806], [68.08322581, 97.52322581], [124.40322581, 247.40709677], [185.26516129, 205.62129032]]","[[191.00451613, 12.58903226], [66.10129032, 96.61483871], [154.66903226, 231.96451613], [213.26, 178.36967742]]"
169,"[[190.71548387, 12.58903226], [66.72064516, 97.06903226], [157.55935484, 231.51032258], [212.51677419, 178.82387097]]","[[178.74129032, 41.65741935], [63.37612903, 120.23290323], [158.30258065, 234.23548387], [198.72580645, 182.00322581]]"
170,"[[201.16193548, 53.46645161], [68.53741935, 100.2483871], [125.3116129, 246.49870968], [185.26516129, 206.52967742]]","[[178.74129032, 41.65741935], [63.37612903, 120.23290323], [158.30258065, 234.23548387], [198.72580645, 182.00322581]]"
171,"[[159.83032258, 64.36709677], [69.9, 63.91290323], [66.72064516, 211.52580645], [167.5516129, 207.43806452]]","[[163.29870968, 68.90903226], [90.17354839, 69.36322581], [84.26903226, 196.9916129], [170.1116129, 193.35806452]]"
172,"[[153.4716129, 46.19935484], [57.18258065, 48.01612903], [59.90774194, 204.25870968], [170.27677419, 195.62903226]]","[[163.29870968, 68.90903226], [90.17354839, 69.36322581], [84.26903226, 196.9916129], [170.1116129, 193.35806452]]"
173,"[[153.4716129, 46.19935484], [57.18258065, 48.01612903], [59.90774194, 204.25870968], [170.27677419, 195.62903226]]","[[160.11935484, 63.91290323], [69.73483871, 63.91290323], [67.46387097, 211.0716129], [166.93225806, 208.80064516]]"
174,"[[159.83032258, 64.82129032], [69.44580645, 64.82129032], [66.26645161, 211.0716129], [166.64322581, 208.34645161]]","[[168.74903226, 69.36322581], [70.18903226, 69.81741935], [73.3683871, 217.43032258], [185.55419355, 219.70129032]]"
175,"[[154.83419355, 44.83677419], [57.63677419, 48.01612903], [59.90774194, 205.16709677], [170.27677419, 196.08322581]]","[[168.74903226, 69.36322581], [70.18903226, 69.81741935], [73.3683871, 217.43032258], [185.55419355, 219.70129032]]"
176,"[[184.81096774, 197.9], [109.86903226, 214.70516129], [108.05225806, 90.25612903], [150.74645161, 57.1]]","[[67.46387097, 68.45483871], [141.04322581, 35.75290323], [162.39032258, 158.38516129], [128.78, 198.35419355]]"
177,"[[189.35290323, 195.62903226], [118.49870968, 217.88451613], [107.59806452, 97.97741935], [143.47935484, 58.46258065]]","[[67.46387097, 68.45483871], [141.04322581, 35.75290323], [162.39032258, 158.38516129], [128.78, 198.35419355]]"
178,"[[145.29612903, 214.70516129], [68.9916129, 205.62129032], [106.68967742, 90.25612903], [155.74258065, 68.45483871]]","[[67.46387097, 68.45483871], [141.04322581, 35.75290323], [162.39032258, 158.38516129], [128.78, 198.35419355]]"
179,"[[180.72322581, 200.17096774], [108.50645161, 215.15935484], [110.32322581, 95.70645161], [151.20064516, 63.91290323]]","[[67.46387097, 68.45483871], [141.04322581, 35.75290323], [162.39032258, 158.38516129], [128.78, 198.35419355]]"
180,"[[202.52451613, 183.82], [118.95290323, 218.79290323], [57.18258065, 63.91290323], [144.84193548, 59.37096774]]","[[196.90903226, 189.27032258], [110.61225806, 213.79677419], [63.83032258, 52.10387097], [150.12709677, 57.1]]"
181,"[[146.20451613, 214.25096774], [68.08322581, 206.07548387], [106.68967742, 88.89354839], [155.2883871, 68.45483871]]","[[183.73741935, 197.44580645], [110.61225806, 214.70516129], [109.24967742, 91.16451613], [150.12709677, 57.55419355]]"
182,"[[180.26903226, 199.26258065], [109.41483871, 216.06774194], [110.77741935, 94.79806452], [150.74645161, 63.45870968]]","[[183.73741935, 197.44580645], [110.61225806, 214.70516129], [109.24967742, 91.16451613], [150.12709677, 57.55419355]]"
183,"[[145.29612903, 213.79677419], [68.9916129, 206.07548387], [108.05225806, 88.89354839], [154.83419355, 67.09225806]]","[[191.00451613, 194.72064516], [118.33354839, 218.33870968], [106.52451613, 97.52322581], [143.7683871, 58.91677419]]"
184,"[[180.26903226, 198.35419355], [109.86903226, 214.70516129], [110.77741935, 93.88967742], [150.74645161, 62.09612903]]","[[191.00451613, 194.72064516], [118.33354839, 218.33870968], [106.52451613, 97.52322581], [143.7683871, 58.91677419]]"
185,"[[184.35677419, 197.44580645], [109.41483871, 214.25096774], [107.14387097, 89.80193548], [149.83806452, 58.0083871]]","[[185.55419355, 197.44580645], [113.33741935, 215.61354839], [109.24967742, 95.70645161], [147.85612903, 62.55032258]]"
186,"[[190.26129032, 195.17483871], [119.40709677, 218.79290323], [106.68967742, 96.16064516], [143.47935484, 59.37096774]]","[[185.55419355, 197.44580645], [113.33741935, 215.61354839], [109.24967742, 95.70645161], [147.85612903, 62.55032258]]"
187,"[[145.75032258, 214.25096774], [68.08322581, 205.62129032], [106.23548387, 88.43935484], [156.19677419, 68.45483871]]","[[185.55419355, 197.44580645], [113.33741935, 215.61354839], [109.24967742, 95.70645161], [147.85612903, 62.55032258]]"
188,"[[181.17741935, 200.17096774], [109.41483871, 215.61354839], [110.32322581, 94.34387097], [151.20064516, 63.45870968]]","[[185.55419355, 197.44580645], [113.33741935, 215.61354839], [109.24967742, 95.70645161], [147.85612903, 62.55032258]]"
189,"[[181.17741935, 200.17096774], [109.41483871, 215.61354839], [110.32322581, 94.34387097], [151.20064516, 63.45870968]]","[[145.58516129, 213.34258065], [68.37225806, 206.07548387], [106.97870968, 89.34774194], [155.57741935, 67.54645161]]"
190,"[[183.90258065, 197.44580645], [109.86903226, 214.70516129], [108.05225806, 90.25612903], [149.38387097, 57.55419355]]","[[199.63419355, 190.63290323], [126.50903226, 217.43032258], [104.70774194, 96.16064516], [139.22645161, 56.1916129]]"
191,"[[191.16967742, 194.72064516], [119.40709677, 217.88451613], [106.68967742, 97.52322581], [142.57096774, 59.37096774]]","[[199.63419355, 190.63290323], [126.50903226, 217.43032258], [104.70774194, 96.16064516], [139.22645161, 56.1916129]]"
192,"[[144.84193548, 212.8883871], [68.53741935, 205.62129032], [106.68967742, 88.89354839], [155.74258065, 67.54645161]]","[[199.63419355, 190.63290323], [126.50903226, 217.43032258], [104.70774194, 96.16064516], [139.22645161, 56.1916129]]"
193,"[[180.26903226, 199.26258065], [108.96064516, 214.70516129], [110.32322581, 92.98129032], [151.65483871, 61.64193548]]","[[199.63419355, 190.63290323], [126.50903226, 217.43032258], [104.70774194, 96.16064516], [139.22645161, 56.1916129]]"
194,"[[202.52451613, 109.78645161], [217.96709677, 186.54516129], [46.73612903, 118.87032258], [130.30774194, 30.75677419]]","[[62.01354839, 153.84322581], [37.94129032, 81.17225806], [207.35548387, 127.5], [140.13483871, 215.61354839]]"
195,"[[202.97870968, 109.33225806], [209.33741935, 187.90774194], [43.55677419, 116.14516129], [138.93741935, 27.12322581]]","[[62.01354839, 153.84322581], [37.94129032, 81.17225806], [207.35548387, 127.5], [140.13483871, 215.61354839]]"
196,"[[186.17354839, 109.78645161], [203.43290323, 190.17870968], [77.16709677, 112.05741935], [128.49096774, 24.85225806]]","[[71.09741935, 150.66387097], [37.94129032, 81.17225806], [167.38645161, 127.04580645], [140.13483871, 216.06774194]]"
197,"[[191.16967742, 111.14903226], [209.7916129, 188.36193548], [42.19419355, 115.23677419], [138.48322581, 26.21483871]]","[[192.82129032, 112.05741935], [217.80193548, 186.09096774], [45.66258065, 121.14129032], [130.14258065, 29.39419355]]"
198,"[[185.71935484, 111.14903226], [204.79548387, 189.72451613], [77.16709677, 111.60322581], [129.39935484, 25.76064516]]","[[192.36709677, 112.05741935], [217.80193548, 186.09096774], [84.26903226, 120.23290323], [130.14258065, 29.39419355]]"
199,"[[185.71935484, 111.14903226], [204.79548387, 189.72451613], [77.16709677, 111.60322581], [129.39935484, 25.76064516]]","[[192.36709677, 111.60322581], [209.17225806, 187.90774194], [85.6316129, 110.24064516], [139.22645161, 26.66903226]]"
200,"[[193.89483871, 111.60322581], [217.51290323, 185.63677419], [84.8883871, 120.68709677], [129.85354839, 29.8483871]]","[[176.47032258, 114.78258065], [187.37096774, 195.62903226], [67.91806452, 102.06516129], [127.8716129, 24.85225806]]"
201,"[[192.98645161, 111.60322581], [209.7916129, 188.36193548], [86.70516129, 109.78645161], [138.48322581, 27.12322581]]","[[176.47032258, 114.78258065], [187.37096774, 195.62903226], [67.91806452, 102.06516129], [127.8716129, 24.85225806]]"
202,"[[185.71935484, 109.78645161], [204.34129032, 189.27032258], [76.71290323, 111.60322581], [128.94516129, 26.66903226]]","[[176.47032258, 114.78258065], [187.37096774, 195.62903226], [67.91806452, 102.06516129], [127.8716129, 24.85225806]]"
203,"[[69.44580645, 176.55290323], [35.38129032, 79.35548387], [192.98645161, 81.62645161], [192.53225806, 191.08709677]]","[[64.28451613, 172.01096774], [41.57483871, 74.35935484], [181.46645161, 92.98129032], [176.01612903, 193.81225806]]"
204,"[[70.35419355, 171.55677419], [30.83935484, 63.91290323], [190.71548387, 64.36709677], [197.5283871, 176.55290323]]","[[64.28451613, 172.01096774], [41.57483871, 74.35935484], [181.46645161, 92.98129032], [176.01612903, 193.81225806]]"
205,"[[68.9916129, 181.54903226], [44.01096774, 80.71806452], [192.53225806, 96.61483871], [185.26516129, 201.07935484]]","[[64.28451613, 172.01096774], [41.57483871, 74.35935484], [181.46645161, 92.98129032], [176.01612903, 193.81225806]]"
206,"[[65.35806452, 168.37741935], [46.28193548, 66.63806452], [188.89870968, 89.34774194], [177.54387097, 192.44967742]]","[[64.28451613, 172.01096774], [41.57483871, 74.35935484], [181.46645161, 92.98129032], [176.01612903, 193.81225806]]"
207,"[[67.62903226, 171.55677419], [68.9916129, 82.53483871], [188.89870968, 127.04580645], [161.19290323, 211.98]]","[[64.28451613, 172.01096774], [41.57483871, 74.35935484], [181.46645161, 92.98129032], [176.01612903, 193.81225806]]"
208,"[[69.9, 171.55677419], [31.74774194, 64.82129032], [190.26129032, 63.45870968], [197.07419355, 177.00709677]]","[[68.82645161, 177.46129032], [35.21612903, 80.26387097], [193.27548387, 82.53483871], [192.82129032, 191.99548387]]"
209,"[[68.08322581, 181.09483871], [44.01096774, 81.62645161], [192.07806452, 97.52322581], [185.26516129, 201.53354839]]","[[68.82645161, 177.46129032], [35.21612903, 80.26387097], [193.27548387, 82.53483871], [192.82129032, 191.99548387]]"
210,"[[65.81225806, 167.46903226], [46.73612903, 66.18387097], [189.35290323, 89.34774194], [177.54387097, 193.81225806]]","[[68.82645161, 177.46129032], [35.21612903, 80.26387097], [193.27548387, 82.53483871], [192.82129032, 191.99548387]]"
211,"[[68.08322581, 172.01096774], [69.9, 82.53483871], [187.08193548, 126.5916129], [160.28451613, 211.98]]","[[68.82645161, 177.46129032], [35.21612903, 80.26387097], [193.27548387, 82.53483871], [192.82129032, 191.99548387]]"
212,"[[68.53741935, 181.09483871], [44.01096774, 81.62645161], [192.07806452, 97.52322581], [185.71935484, 201.07935484]]","[[69.28064516, 171.55677419], [31.58258065, 64.36709677], [190.55032258, 64.36709677], [196.90903226, 177.91548387]]"
213,"[[64.90387097, 167.46903226], [46.73612903, 66.18387097], [189.35290323, 89.34774194], [178.45225806, 192.44967742]]","[[69.28064516, 171.55677419], [31.58258065, 64.36709677], [190.55032258, 64.36709677], [196.90903226, 177.91548387]]"
214,"[[68.53741935, 171.10258065], [68.9916129, 82.98903226], [187.99032258, 127.04580645], [161.64709677, 211.52580645]]","[[69.28064516, 171.55677419], [31.58258065, 64.36709677], [190.55032258, 64.36709677], [196.90903226, 177.91548387]]"
215,"[[68.53741935, 178.82387097], [35.38129032, 80.71806452], [192.53225806, 82.53483871], [192.53225806, 191.99548387]]","[[69.28064516, 177.00709677], [38.84967742, 79.80967742], [185.1, 87.07677419], [183.73741935, 188.81612903]]"
216,"[[70.35419355, 172.01096774], [30.83935484, 63.45870968], [189.35290323, 63.91290323], [196.62, 176.09870968]]","[[69.28064516, 177.00709677], [38.84967742, 79.80967742], [185.1, 87.07677419], [183.73741935, 188.81612903]]"
217,"[[68.53741935, 181.54903226], [44.01096774, 81.17225806], [192.98645161, 97.97741935], [185.26516129, 201.07935484]]","[[69.28064516, 177.00709677], [38.84967742, 79.80967742], [185.1, 87.07677419], [183.73741935, 188.81612903]]"
218,"[[64.90387097, 167.92322581], [46.73612903, 65.27548387], [189.80709677, 89.34774194], [177.99806452, 193.35806452]]","[[69.28064516, 177.00709677], [38.84967742, 79.80967742], [185.1, 87.07677419], [183.73741935, 188.81612903]]"
219,"[[67.62903226, 171.55677419], [68.9916129, 83.44322581], [187.53612903, 127.04580645], [161.64709677, 212.8883871]]","[[69.28064516, 177.00709677], [38.84967742, 79.80967742], [185.1, 87.07677419], [183.73741935, 188.81612903]]"
220,"[[64.90387097, 168.37741935], [46.73612903, 66.18387097], [189.80709677, 89.34774194], [176.63548387, 192.90387097]]","[[68.82645161, 181.09483871], [43.3916129, 80.26387097], [193.27548387, 97.52322581], [185.1, 202.44193548]]"
221,"[[68.08322581, 172.01096774], [68.9916129, 82.08064516], [187.53612903, 126.5916129], [161.64709677, 211.98]]","[[68.82645161, 181.09483871], [43.3916129, 80.26387097], [193.27548387, 97.52322581], [185.1, 202.44193548]]"
222,"[[68.08322581, 172.01096774], [68.9916129, 82.08064516], [187.53612903, 126.5916129], [161.64709677, 211.98]]","[[63.83032258, 168.37741935], [45.66258065, 65.27548387], [188.27935484, 90.25612903], [177.83290323, 193.35806452]]"
223,"[[69.44580645, 178.36967742], [34.47290323, 80.71806452], [193.89483871, 82.08064516], [191.62387097, 192.44967742]]","[[56.10903226, 163.38129032], [33.39935484, 57.1], [190.55032258, 79.35548387], [177.83290323, 189.72451613]]"
224,"[[69.9, 171.10258065], [31.29354839, 64.36709677], [189.35290323, 64.82129032], [196.62, 177.91548387]]","[[56.10903226, 163.38129032], [33.39935484, 57.1], [190.55032258, 79.35548387], [177.83290323, 189.72451613]]"
225,"[[66.72064516, 181.09483871], [44.46516129, 80.26387097], [192.53225806, 96.61483871], [186.17354839, 201.53354839]]","[[56.10903226, 163.38129032], [33.39935484, 57.1], [190.55032258, 79.35548387], [177.83290323, 189.72451613]]"
226,"[[63.99548387, 167.92322581], [45.82774194, 65.72967742], [189.35290323, 89.80193548], [177.54387097, 192.90387097]]","[[56.10903226, 163.38129032], [33.39935484, 57.1], [190.55032258, 79.35548387], [177.83290323, 189.72451613]]"
227,"[[68.53741935, 172.01096774], [68.53741935, 82.98903226], [187.08193548, 126.13741935], [160.73870968, 211.98]]","[[56.10903226, 163.38129032], [33.39935484, 57.1], [190.55032258, 79.35548387], [177.83290323, 189.72451613]]"
228,"[[126.22, 197.44580645], [40.8316129, 129.77096774], [82.16322581, 48.92451613], [142.57096774, 108.42387097]]","[[102.43677419, 197.44580645], [32.49096774, 104.79032258], [91.53612903, 23.03548387], [147.85612903, 104.33612903]]"
229,"[[197.5283871, 183.36580645], [89.88451613, 156.11419355], [38.10645161, 91.16451613], [108.96064516, 35.29870968]]","[[229.15677419, 170.19419355], [105.61612903, 159.29354839], [32.49096774, 104.33612903], [91.53612903, 23.48967742]]"
